sheet,invoice,amount_minor,lines,date,customer,country
Year 2010-2011,560094,40822,16,2011-07-14 17:13:00,18109,United Kingdom
Year 2010-2011,560095,3050,5,2011-07-14 17:14:00,17848,United Kingdom
Year 2010-2011,560096,9540,3,2011-07-14 17:20:00,13538,United Kingdom
Year 2010-2011,560097,33938,20,2011-07-14 17:40:00,13050,United Kingdom
Year 2010-2011,560098,12788,20,2011-07-14 17:44:00,16907,United Kingdom
Year 2010-2011,560101,10500,6,2011-07-14 18:08:00,14891,United Kingdom
Year 2010-2011,560102,28857,17,2011-07-14 18:28:00,13994,United Kingdom
Year 2010-2011,560103,13026,13,2011-07-14 18:44:00,17837,United Kingdom
Year 2010-2011,560104,15930,35,2011-07-14 18:56:00,17921,United Kingdom
Year 2010-2011,560105,22213,51,2011-07-14 19:23:00,16794,United Kingdom
Year 2010-2011,560106,77243,50,2011-07-14 20:01:00,17554,United Kingdom
Year 2010-2011,560107,35610,16,2011-07-15 08:09:00,12928,United Kingdom
Year 2010-2011,560108,20850,8,2011-07-15 08:59:00,16979,United Kingdom
Year 2010-2011,560109,5682,6,2011-07-15 09:00:00,13491,United Kingdom
Year 2010-2011,560110,0,1,2011-07-15 09:51:00,,United Kingdom
Year 2010-2011,560111,0,1,2011-07-15 09:52:00,,United Kingdom
Year 2010-2011,560112,0,1,2011-07-15 09:52:00,,United Kingdom
Year 2010-2011,560113,0,1,2011-07-15 09:52:00,,United Kingdom
Year 2010-2011,560114,0,1,2011-07-15 09:53:00,,United Kingdom
Year 2010-2011,560115,18080,31,2011-07-15 10:05:00,17841,United Kingdom
Year 2010-2011,560116,0,1,2011-07-15 10:09:00,,United Kingdom
Year 2010-2011,560117,2934,8,2011-07-15 10:14:00,,United Kingdom
Year 2010-2011,560118,41896,21,2011-07-15 10:21:00,16818,United Kingdom
Year 2010-2011,560119,44810,16,2011-07-15 10:21:00,12815,Poland
Year 2010-2011,560120,97113,45,2011-07-15 10:27:00,14907,United Kingdom
Year 2010-2011,560121,965,2,2011-07-15 10:33:00,,United Kingdom
Year 2010-2011,560122,11904,2,2011-07-15 10:33:00,14332,United Kingdom
Year 2010-2011,560125,13668,53,2011-07-15 10:44:00,18118,United Kingdom
Year 2010-2011,560145,70974,34,2011-07-15 11:04:00,13381,United Kingdom
Year 2010-2011,560162,1000,1,2011-07-15 11:21:00,,United Kingdom
Year 2010-2011,560180,18507,6,2011-07-15 11:38:00,14640,United Kingdom
Year 2010-2011,560181,11871,5,2011-07-15 11:45:00,16621,United Kingdom
Year 2010-2011,560182,25435,3,2011-07-15 11:48:00,12971,United Kingdom
Year 2010-2011,560183,10560,3,2011-07-15 11:48:00,12971,United Kingdom
Year 2010-2011,560184,5298,4,2011-07-15 11:49:00,12971,United Kingdom
Year 2010-2011,560185,54240,11,2011-07-15 11:50:00,14676,United Kingdom
Year 2010-2011,560186,11306,17,2011-07-15 11:57:00,17266,United Kingdom
Year 2010-2011,560187,55094,1,2011-07-15 12:05:00,17444,Canada
Year 2010-2011,560188,32220,9,2011-07-15 12:10:00,18229,United Kingdom
Year 2010-2011,560190,16820,10,2011-07-15 12:33:00,15737,United Kingdom
Year 2010-2011,560191,6000,4,2011-07-15 12:45:00,16203,United Kingdom
Year 2010-2011,560199,35856,1,2011-07-15 12:58:00,17948,United Kingdom
Year 2010-2011,560200,3000,1,2011-07-15 12:59:00,13184,United Kingdom
Year 2010-2011,560201,32930,4,2011-07-15 13:09:00,17061,United Kingdom
Year 2010-2011,560202,77605,13,2011-07-15 13:10:00,12712,Germany
Year 2010-2011,560203,47281,25,2011-07-15 13:13:00,15311,United Kingdom
Year 2010-2011,560204,15420,3,2011-07-15 13:17:00,12971,United Kingdom
Year 2010-2011,560205,1650,1,2011-07-15 13:55:00,17068,United Kingdom
Year 2010-2011,560207,41085,19,2011-07-15 13:57:00,15301,United Kingdom
Year 2010-2011,560209,124632,158,2011-07-15 14:05:00,15004,United Kingdom
Year 2010-2011,560210,10740,8,2011-07-15 14:20:00,14958,United Kingdom
Year 2010-2011,560211,56106,28,2011-07-15 14:34:00,12621,Germany
Year 2010-2011,560212,18792,29,2011-07-15 14:58:00,14722,United Kingdom
Year 2010-2011,560213,0,1,2011-07-15 15:05:00,,United Kingdom
Year 2010-2011,560214,0,1,2011-07-15 15:07:00,,United Kingdom
Year 2010-2011,560215,0,1,2011-07-15 15:08:00,,United Kingdom
Year 2010-2011,560216,0,1,2011-07-15 15:11:00,,United Kingdom
Year 2010-2011,560217,79,1,2011-07-15 15:11:00,,United Kingdom
Year 2010-2011,560218,0,1,2011-07-15 15:12:00,,United Kingdom
Year 2010-2011,560222,23139,18,2011-07-15 15:28:00,14293,United Kingdom
Year 2010-2011,560223,18739,33,2011-07-15 15:32:00,16904,United Kingdom
Year 2010-2011,560224,40076,45,2011-07-15 16:06:00,14572,United Kingdom
Year 2010-2011,560225,292935,379,2011-07-15 16:27:00,,United Kingdom
Year 2010-2011,560228,30741,33,2011-07-15 17:29:00,17750,United Kingdom
Year 2010-2011,560229,15530,11,2011-07-17 10:39:00,14013,United Kingdom
Year 2010-2011,560230,34523,9,2011-07-17 10:53:00,12600,Germany
Year 2010-2011,560231,25095,9,2011-07-17 10:55:00,13305,United Kingdom
Year 2010-2011,560232,23840,22,2011-07-17 11:08:00,14810,United Kingdom
Year 2010-2011,560233,24744,49,2011-07-17 11:10:00,16813,United Kingdom
Year 2010-2011,560234,188510,24,2011-07-17 11:21:00,16180,United Kingdom
Year 2010-2011,560235,18958,9,2011-07-17 11:26:00,14060,United Kingdom
Year 2010-2011,560236,3540,2,2011-07-17 11:26:00,15206,United Kingdom
Year 2010-2011,560237,4955,3,2011-07-17 11:27:00,15281,United Kingdom
Year 2010-2011,560238,30750,18,2011-07-17 11:41:00,17725,United Kingdom
Year 2010-2011,560239,124238,82,2011-07-17 11:50:00,13507,United Kingdom
Year 2010-2011,560240,21637,25,2011-07-17 11:59:00,15716,United Kingdom
Year 2010-2011,560241,8070,2,2011-07-17 12:02:00,13967,United Kingdom
Year 2010-2011,560244,26876,56,2011-07-17 12:14:00,16931,United Kingdom
Year 2010-2011,560245,23596,52,2011-07-17 12:15:00,,Switzerland
Year 2010-2011,560246,135310,15,2011-07-17 12:17:00,14292,United Kingdom
Year 2010-2011,560247,11190,5,2011-07-17 12:18:00,14292,United Kingdom
Year 2010-2011,560248,43876,43,2011-07-17 12:24:00,16255,United Kingdom
Year 2010-2011,560249,20125,30,2011-07-17 12:26:00,17571,United Kingdom
Year 2010-2011,560250,25979,28,2011-07-17 12:31:00,14659,United Kingdom
Year 2010-2011,560251,39488,60,2011-07-17 12:32:00,17774,United Kingdom
Year 2010-2011,560252,11587,9,2011-07-17 12:35:00,13468,United Kingdom
Year 2010-2011,560253,53559,22,2011-07-17 12:52:00,13993,United Kingdom
Year 2010-2011,560254,23694,19,2011-07-17 13:07:00,16678,United Kingdom
Year 2010-2011,560255,78390,70,2011-07-17 13:08:00,16054,United Kingdom
Year 2010-2011,560256,14076,25,2011-07-17 13:24:00,14462,United Kingdom
Year 2010-2011,560257,81009,17,2011-07-17 13:25:00,13340,United Kingdom
Year 2010-2011,560258,48280,8,2011-07-17 13:26:00,13340,United Kingdom
Year 2010-2011,560259,54143,41,2011-07-17 13:29:00,13654,United Kingdom
Year 2010-2011,560260,17144,58,2011-07-17 13:32:00,14044,United Kingdom
Year 2010-2011,560261,20716,21,2011-07-17 13:35:00,12841,United Kingdom
Year 2010-2011,560262,36818,16,2011-07-17 13:40:00,14224,United Kingdom
Year 2010-2011,560263,8926,4,2011-07-17 13:41:00,16342,United Kingdom
Year 2010-2011,560264,41738,24,2011-07-17 13:46:00,12833,United Kingdom
Year 2010-2011,560265,41338,22,2011-07-17 13:48:00,17863,United Kingdom
Year 2010-2011,560266,33870,6,2011-07-17 13:54:00,17389,United Kingdom
Year 2010-2011,560267,12950,6,2011-07-17 14:05:00,13880,United Kingdom
Year 2010-2011,560268,21169,10,2011-07-17 14:07:00,13880,United Kingdom
Year 2010-2011,560269,14816,4,2011-07-17 14:32:00,16168,United Kingdom
Year 2010-2011,560270,13173,28,2011-07-17 14:42:00,16744,United Kingdom
Year 2010-2011,560271,35557,105,2011-07-17 14:51:00,16474,United Kingdom
Year 2010-2011,560272,15010,6,2011-07-17 14:56:00,12691,France
Year 2010-2011,560273,37230,22,2011-07-17 14:59:00,14895,United Kingdom
Year 2010-2011,560274,9173,7,2011-07-17 15:00:00,14895,United Kingdom
Year 2010-2011,560275,1500,1,2011-07-17 15:08:00,14895,United Kingdom
Year 2010-2011,560276,10844,27,2011-07-17 15:11:00,14606,United Kingdom
Year 2010-2011,560277,11414,9,2011-07-17 15:24:00,15467,United Kingdom
Year 2010-2011,560278,17339,42,2011-07-17 15:45:00,13610,United Kingdom
Year 2010-2011,560279,17365,9,2011-07-17 15:47:00,14198,United Kingdom
Year 2010-2011,560280,70530,6,2011-07-17 15:50:00,16422,United Kingdom
Year 2010-2011,560281,15268,48,2011-07-17 15:59:00,17984,United Kingdom
Year 2010-2011,560282,27712,14,2011-07-18 08:21:00,14758,United Kingdom
Year 2010-2011,560283,27707,18,2011-07-18 08:32:00,,EIRE
Year 2010-2011,560284,20454,11,2011-07-18 09:15:00,13705,United Kingdom
Year 2010-2011,560285,67570,29,2011-07-18 09:21:00,14944,United Kingdom
Year 2010-2011,560286,89844,6,2011-07-18 09:38:00,14062,United Kingdom
Year 2010-2011,560287,11549,17,2011-07-18 09:49:00,13821,United Kingdom
Year 2010-2011,560288,56342,21,2011-07-18 10:05:00,15845,United Kingdom
Year 2010-2011,560290,33204,32,2011-07-18 10:17:00,,United Kingdom
Year 2010-2011,560291,56250,45,2011-07-18 10:17:00,,United Kingdom
Year 2010-2011,560292,32145,30,2011-07-18 10:19:00,,United Kingdom
Year 2010-2011,560293,52680,52,2011-07-18 10:20:00,,United Kingdom
Year 2010-2011,560294,14837,14,2011-07-18 10:20:00,,United Kingdom
Year 2010-2011,560295,45684,9,2011-07-18 10:21:00,16681,United Kingdom
Year 2010-2011,560296,50034,36,2011-07-18 10:21:00,,United Kingdom
Year 2010-2011,560297,5100,8,2011-07-18 10:22:00,,United Kingdom
Year 2010-2011,560298,64535,50,2011-07-18 10:26:00,,United Kingdom
Year 2010-2011,560299,74778,31,2011-07-18 10:28:00,17593,United Kingdom
Year 2010-2011,560300,80046,67,2011-07-18 10:29:00,14911,EIRE
Year 2010-2011,560302,4770,1,2011-07-18 10:43:00,14397,United Kingdom
Year 2010-2011,560305,24195,41,2011-07-18 10:49:00,16511,United Kingdom
Year 2010-2011,560328,0,1,2011-07-18 11:00:00,,United Kingdom
Year 2010-2011,560329,0,1,2011-07-18 11:07:00,,United Kingdom
Year 2010-2011,560355,11455,6,2011-07-18 11:37:00,15906,United Kingdom
Year 2010-2011,560356,33311,13,2011-07-18 11:41:00,16875,United Kingdom
Year 2010-2011,560357,18350,11,2011-07-18 11:42:00,15527,United Kingdom
Year 2010-2011,560358,0,1,2011-07-18 11:46:00,,United Kingdom
Year 2010-2011,560359,33743,92,2011-07-18 11:47:00,14159,United Kingdom
Year 2010-2011,560360,394932,75,2011-07-18 11:55:00,12744,Singapore
Year 2010-2011,560361,27281,19,2011-07-18 11:58:00,13488,United Kingdom
Year 2010-2011,560362,15078,10,2011-07-18 11:59:00,13488,United Kingdom
Year 2010-2011,560363,13150,10,2011-07-18 12:05:00,12589,France
Year 2010-2011,560364,158594,33,2011-07-18 12:15:00,16705,United Kingdom
Year 2010-2011,560366,48797,34,2011-07-18 12:19:00,16859,United Kingdom
Year 2010-2011,560367,1275,1,2011-07-18 12:20:00,,United Kingdom
Year 2010-2011,560368,72806,117,2011-07-18 12:25:00,17841,United Kingdom
Year 2010-2011,560373,428763,1,2011-07-18 12:30:00,,United Kingdom
Year 2010-2011,560381,37816,13,2011-07-18 12:42:00,14733,United Kingdom
Year 2010-2011,560382,11940,1,2011-07-18 12:49:00,17389,United Kingdom
Year 2010-2011,560383,31415,13,2011-07-18 12:52:00,16762,United Kingdom
Year 2010-2011,560385,31049,63,2011-07-18 12:53:00,14583,United Kingdom
Year 2010-2011,560387,17941,18,2011-07-18 13:00:00,14667,United Kingdom
Year 2010-2011,560388,0,1,2011-07-18 13:12:00,,United Kingdom
Year 2010-2011,560389,0,1,2011-07-18 13:13:00,,United Kingdom
Year 2010-2011,560392,21760,8,2011-07-18 13:30:00,13911,United Kingdom
Year 2010-2011,560393,47084,51,2011-07-18 13:33:00,14808,United Kingdom
Year 2010-2011,560394,55658,39,2011-07-18 13:35:00,14390,United Kingdom
Year 2010-2011,560397,36414,21,2011-07-18 14:04:00,17652,United Kingdom
Year 2010-2011,560398,173458,32,2011-07-18 14:10:00,12731,France
Year 2010-2011,560399,0,1,2011-07-18 14:18:00,,United Kingdom
Year 2010-2011,560400,0,1,2011-07-18 14:19:00,,United Kingdom
Year 2010-2011,560401,0,1,2011-07-18 14:19:00,,United Kingdom
Year 2010-2011,560402,0,1,2011-07-18 14:19:00,,United Kingdom
Year 2010-2011,560403,0,1,2011-07-18 14:19:00,,United Kingdom
Year 2010-2011,560404,0,1,2011-07-18 14:20:00,,United Kingdom
Year 2010-2011,560405,0,1,2011-07-18 14:20:00,,United Kingdom
Year 2010-2011,560406,0,1,2011-07-18 14:21:00,,United Kingdom
Year 2010-2011,560407,0,1,2011-07-18 14:21:00,,United Kingdom
Year 2010-2011,560410,53047,31,2011-07-18 14:28:00,17213,United Kingdom
Year 2010-2011,560411,55064,1,2011-07-18 14:29:00,,United Kingdom
Year 2010-2011,560412,20794,27,2011-07-18 14:32:00,12748,United Kingdom
Year 2010-2011,560413,55064,1,2011-07-18 14:33:00,13564,United Kingdom
Year 2010-2011,560415,30452,17,2011-07-18 14:36:00,15152,United Kingdom
Year 2010-2011,560416,2172,2,2011-07-18 14:40:00,14798,United Kingdom
Year 2010-2011,560417,14718,9,2011-07-18 14:56:00,16011,United Kingdom
Year 2010-2011,560419,71723,1,2011-07-18 15:03:00,,United Kingdom
Year 2010-2011,560421,159249,1,2011-07-18 15:13:00,,United Kingdom
Year 2010-2011,560422,30018,17,2011-07-18 15:14:00,16746,United Kingdom
Year 2010-2011,560423,0,1,2011-07-18 15:15:00,,United Kingdom
Year 2010-2011,560424,0,1,2011-07-18 15:15:00,,United Kingdom
Year 2010-2011,560425,0,1,2011-07-18 15:15:00,,United Kingdom
Year 2010-2011,560426,37010,20,2011-07-18 15:15:00,14038,United Kingdom
Year 2010-2011,560427,0,1,2011-07-18 15:16:00,,United Kingdom
Year 2010-2011,560428,0,1,2011-07-18 15:17:00,,United Kingdom
Year 2010-2011,560429,0,1,2011-07-18 15:17:00,,United Kingdom
Year 2010-2011,560431,61186,1,2011-07-18 15:23:00,,United Kingdom
Year 2010-2011,560432,48410,15,2011-07-18 15:39:00,13327,United Kingdom
Year 2010-2011,560433,172177,239,2011-07-18 15:49:00,,United Kingdom
Year 2010-2011,560434,295359,444,2011-07-18 15:56:00,,United Kingdom
Year 2010-2011,560437,21862,15,2011-07-18 16:05:00,13940,United Kingdom
Year 2010-2011,560438,29492,1,2011-07-18 16:06:00,,United Kingdom
Year 2010-2011,560439,70545,1,2011-07-18 16:08:00,,United Kingdom
Year 2010-2011,560440,0,1,2011-07-18 16:36:00,,United Kingdom
Year 2010-2011,560441,16520,6,2011-07-18 16:57:00,14029,United Kingdom
Year 2010-2011,560442,12023,14,2011-07-18 16:59:00,15860,United Kingdom
Year 2010-2011,560443,20196,7,2011-07-18 17:10:00,14776,United Kingdom
Year 2010-2011,560444,44574,69,2011-07-18 17:15:00,13764,United Kingdom
Year 2010-2011,560445,1113434,60,2011-07-19 09:08:00,14156,EIRE
Year 2010-2011,560446,53232,3,2011-07-19 09:10:00,14156,EIRE
Year 2010-2011,560447,52503,13,2011-07-19 09:24:00,13756,United Kingdom
Year 2010-2011,560448,57600,23,2011-07-19 09:29:00,12840,United Kingdom
Year 2010-2011,560449,33510,14,2011-07-19 09:31:00,14732,United Kingdom
Year 2010-2011,560450,9000,3,2011-07-19 09:49:00,14117,United Kingdom
Year 2010-2011,560451,152700,68,2011-07-19 09:50:00,14911,EIRE
Year 2010-2011,560452,9960,5,2011-07-19 09:51:00,12682,France
Year 2010-2011,560453,119838,53,2011-07-19 09:52:00,13209,United Kingdom
Year 2010-2011,560454,22430,14,2011-07-19 10:06:00,12947,United Kingdom
Year 2010-2011,560469,22015,1,2011-07-19 10:40:00,12971,United Kingdom
Year 2010-2011,560473,48302,23,2011-07-19 10:42:00,12431,Australia
Year 2010-2011,560483,35554,15,2011-07-19 10:49:00,12955,United Kingdom
Year 2010-2011,560491,15865,57,2011-07-19 10:51:00,12415,Australia
Year 2010-2011,560494,2040,1,2011-07-19 10:51:00,,United Kingdom
Year 2010-2011,560499,46014,32,2011-07-19 11:03:00,16713,United Kingdom
Year 2010-2011,560500,13166,15,2011-07-19 11:08:00,17975,United Kingdom
Year 2010-2011,560501,9140,4,2011-07-19 11:08:00,16475,United Kingdom
Year 2010-2011,560503,36282,19,2011-07-19 11:40:00,17682,United Kingdom
Year 2010-2011,560504,440661,178,2011-07-19 11:47:00,13081,United Kingdom
Year 2010-2011,560523,6480,2,2011-07-19 11:56:00,15462,United Kingdom
Year 2010-2011,560527,47095,30,2011-07-19 11:57:00,15727,United Kingdom
Year 2010-2011,560534,39098,25,2011-07-19 12:10:00,14911,EIRE
Year 2010-2011,560535,24291,13,2011-07-19 12:13:00,13167,United Kingdom
Year 2010-2011,560536,12315,7,2011-07-19 12:15:00,16626,United Kingdom
Year 2010-2011,560537,32309,34,2011-07-19 12:19:00,17779,United Kingdom
Year 2010-2011,560538,30640,18,2011-07-19 12:19:00,16128,United Kingdom
Year 2010-2011,560539,51348,25,2011-07-19 12:19:00,16745,United Kingdom
Year 2010-2011,560544,6065,4,2011-07-19 12:37:00,12569,Germany
Year 2010-2011,560545,10560,6,2011-07-19 12:38:00,12569,Germany
Year 2010-2011,560546,23205,2,2011-07-19 12:38:00,17867,United Kingdom
Year 2010-2011,560547,61420,29,2011-07-19 12:39:00,17419,United Kingdom
Year 2010-2011,560548,12138,1,2011-07-19 12:42:00,17867,United Kingdom
Year 2010-2011,560549,65390,9,2011-07-19 12:43:00,12664,Finland
Year 2010-2011,560551,10901,23,2011-07-19 12:47:00,18041,United Kingdom
Year 2010-2011,560552,75093,40,2011-07-19 12:54:00,15311,United Kingdom
Year 2010-2011,560553,12635,7,2011-07-19 12:58:00,13991,United Kingdom
Year 2010-2011,560554,35857,12,2011-07-19 13:01:00,16232,United Kingdom
Year 2010-2011,560555,11552,57,2011-07-19 13:01:00,14178,United Kingdom
Year 2010-2011,560557,11023,13,2011-07-19 13:05:00,18101,United Kingdom
Year 2010-2011,560562,18555,10,2011-07-19 13:34:00,15713,United Kingdom
Year 2010-2011,560565,0,1,2011-07-19 13:44:00,,United Kingdom
Year 2010-2011,560566,43166,30,2011-07-19 13:45:00,12662,Germany
Year 2010-2011,560567,334295,82,2011-07-19 13:57:00,,United Kingdom
Year 2010-2011,560568,55484,30,2011-07-19 14:03:00,13895,United Kingdom
Year 2010-2011,560569,55768,37,2011-07-19 14:04:00,12480,Germany
Year 2010-2011,560570,3656,4,2011-07-19 14:28:00,16112,United Kingdom
Year 2010-2011,560571,72907,34,2011-07-19 14:29:00,17735,United Kingdom
Year 2010-2011,560573,11235,1,2011-07-19 14:47:00,,United Kingdom
Year 2010-2011,560575,10640,1,2011-07-19 14:58:00,,United Kingdom
Year 2010-2011,560576,20207,27,2011-07-19 14:59:00,17287,United Kingdom
Year 2010-2011,560577,47127,14,2011-07-19 15:07:00,18223,United Kingdom
Year 2010-2011,560578,0,1,2011-07-19 15:12:00,,United Kingdom
Year 2010-2011,560579,56613,48,2011-07-19 15:13:00,15867,United Kingdom
Year 2010-2011,560580,880151,84,2011-07-19 15:23:00,14088,United Kingdom
Year 2010-2011,560581,61176,6,2011-07-19 15:29:00,12901,United Kingdom
Year 2010-2011,560582,4947,1,2011-07-19 15:30:00,12875,United Kingdom
Year 2010-2011,560583,0,1,2011-07-19 15:31:00,,United Kingdom
Year 2010-2011,560584,11274,28,2011-07-19 15:38:00,13827,United Kingdom
Year 2010-2011,560586,66720,1,2011-07-19 15:48:00,13631,United Kingdom
Year 2010-2011,560587,6000,1,2011-07-19 15:49:00,13631,United Kingdom
Year 2010-2011,560590,129231,76,2011-07-19 15:55:00,12560,Germany
Year 2010-2011,560591,165,1,2011-07-19 16:28:00,,United Kingdom
Year 2010-2011,560592,55768,2,2011-07-19 16:36:00,13225,United Kingdom
Year 2010-2011,560595,81448,5,2011-07-19 16:45:00,16656,United Kingdom
Year 2010-2011,560596,18620,4,2011-07-19 16:48:00,13199,United Kingdom
Year 2010-2011,560597,32640,2,2011-07-19 16:54:00,13798,United Kingdom
Year 2010-2011,560598,31045,14,2011-07-19 17:02:00,17096,United Kingdom
Year 2010-2011,560599,19116,1,2011-07-19 17:04:00,14609,United Kingdom
Year 2010-2011,560600,0,1,2011-07-19 17:04:00,,United Kingdom
Year 2010-2011,560601,17668,72,2011-07-19 17:17:00,16764,United Kingdom
Year 2010-2011,560602,33636,20,2011-07-20 08:48:00,13629,United Kingdom
Year 2010-2011,560603,30065,19,2011-07-20 08:59:00,18180,United Kingdom
Year 2010-2011,560604,46472,5,2011-07-20 09:23:00,15251,United Kingdom
Year 2010-2011,560605,61124,4,2011-07-20 09:30:00,17306,United Kingdom
Year 2010-2011,560606,29307,19,2011-07-20 10:08:00,17422,United Kingdom
Year 2010-2011,560607,30152,4,2011-07-20 10:15:00,12510,Spain
Year 2010-2011,560634,42144,12,2011-07-20 10:51:00,16133,United Kingdom
Year 2010-2011,560635,59968,38,2011-07-20 10:51:00,12521,Germany
Year 2010-2011,560640,31376,4,2011-07-20 10:59:00,13854,United Kingdom
Year 2010-2011,560641,11196,2,2011-07-20 11:00:00,15587,United Kingdom
Year 2010-2011,560642,32965,9,2011-07-20 11:07:00,17866,United Kingdom
Year 2010-2011,560644,46039,46,2011-07-20 11:22:00,16271,United Kingdom
Year 2010-2011,560646,236591,7,2011-07-20 11:28:00,18102,United Kingdom
Year 2010-2011,560648,71025,7,2011-07-20 11:33:00,18102,United Kingdom
Year 2010-2011,560650,46687,90,2011-07-20 11:38:00,15529,United Kingdom
Year 2010-2011,560651,45142,1,2011-07-20 11:38:00,15802,United Kingdom
Year 2010-2011,560658,45142,1,2011-07-20 11:42:00,,United Kingdom
Year 2010-2011,560686,38557,15,2011-07-20 11:50:00,15632,United Kingdom
Year 2010-2011,560688,15334,23,2011-07-20 11:54:00,16393,United Kingdom
Year 2010-2011,560689,31290,28,2011-07-20 11:55:00,15039,United Kingdom
Year 2010-2011,560690,46976,30,2011-07-20 12:00:00,16807,United Kingdom
Year 2010-2011,560691,53304,29,2011-07-20 12:00:00,13136,United Kingdom
Year 2010-2011,560692,11104,38,2011-07-20 12:01:00,14704,United Kingdom
Year 2010-2011,560693,11918,6,2011-07-20 12:01:00,13136,United Kingdom
Year 2010-2011,560694,83565,28,2011-07-20 12:05:00,12757,Portugal
Year 2010-2011,560695,78500,5,2011-07-20 12:08:00,14101,United Kingdom
Year 2010-2011,560696,11149,32,2011-07-20 12:14:00,14606,United Kingdom
Year 2010-2011,560697,22792,12,2011-07-20 12:16:00,14401,United Kingdom
Year 2010-2011,560698,66483,16,2011-07-20 12:29:00,16353,United Kingdom
Year 2010-2011,560700,15771,32,2011-07-20 12:38:00,17229,United Kingdom
Year 2010-2011,560701,29928,28,2011-07-20 12:45:00,16729,United Kingdom
Year 2010-2011,560710,2602,10,2011-07-20 12:51:00,14646,Netherlands
Year 2010-2011,560711,19323,55,2011-07-20 12:58:00,17841,United Kingdom
Year 2010-2011,560712,11613,40,2011-07-20 13:06:00,14456,United Kingdom
Year 2010-2011,560713,16080,12,2011-07-20 13:09:00,16774,United Kingdom
Year 2010-2011,560714,2625,13,2011-07-20 13:10:00,14456,United Kingdom
Year 2010-2011,560715,13295,7,2011-07-20 13:21:00,13549,United Kingdom
Year 2010-2011,560716,153276,70,2011-07-20 13:26:00,17675,United Kingdom
Year 2010-2011,560717,0,1,2011-07-20 13:28:00,,United Kingdom
Year 2010-2011,560718,168259,26,2011-07-20 13:30:00,17677,United Kingdom
Year 2010-2011,560719,0,1,2011-07-20 13:30:00,,United Kingdom
Year 2010-2011,560720,1700,1,2011-07-20 13:31:00,17677,United Kingdom
Year 2010-2011,560721,2976,2,2011-07-20 13:32:00,17677,United Kingdom
Year 2010-2011,560722,0,1,2011-07-20 13:37:00,,United Kingdom
Year 2010-2011,560723,38500,95,2011-07-20 13:53:00,16464,United Kingdom
Year 2010-2011,560724,53434,29,2011-07-20 13:55:00,16186,United Kingdom
Year 2010-2011,560725,5970,4,2011-07-20 13:56:00,16186,United Kingdom
Year 2010-2011,560726,10283,35,2011-07-20 14:16:00,17962,United Kingdom
Year 2010-2011,560727,12658,23,2011-07-20 14:33:00,13571,United Kingdom
Year 2010-2011,560728,34829,19,2011-07-20 14:38:00,12520,Germany
Year 2010-2011,560729,543357,50,2011-07-20 14:39:00,17511,United Kingdom
Year 2010-2011,560730,0,1,2011-07-20 14:53:00,,United Kingdom
Year 2010-2011,560731,16368,11,2011-07-20 14:54:00,16149,United Kingdom
Year 2010-2011,560732,34103,51,2011-07-20 14:55:00,14056,United Kingdom
Year 2010-2011,560734,99000,1,2011-07-20 14:58:00,15298,United Kingdom
Year 2010-2011,560736,34514,13,2011-07-20 15:33:00,15260,United Kingdom
Year 2010-2011,560737,0,1,2011-07-20 15:34:00,,United Kingdom
Year 2010-2011,560742,31290,16,2011-07-20 15:44:00,14755,United Kingdom
Year 2010-2011,560754,31082,13,2011-07-20 15:56:00,17754,United Kingdom
Year 2010-2011,560755,34335,2,2011-07-20 16:00:00,,United Kingdom
Year 2010-2011,560772,310508,450,2011-07-20 16:12:00,,United Kingdom
Year 2010-2011,560773,233017,334,2011-07-20 16:17:00,,United Kingdom
Year 2010-2011,560775,125,1,2011-07-20 17:24:00,,United Kingdom
Year 2010-2011,560776,40825,28,2011-07-21 08:44:00,13995,United Kingdom
Year 2010-2011,560777,35352,35,2011-07-21 09:30:00,,United Kingdom
Year 2010-2011,560778,33289,28,2011-07-21 09:30:00,,United Kingdom
Year 2010-2011,560779,89516,49,2011-07-21 09:30:00,,United Kingdom
Year 2010-2011,560780,80667,60,2011-07-21 09:31:00,,United Kingdom
Year 2010-2011,560781,35302,8,2011-07-21 09:43:00,13969,United Kingdom
Year 2010-2011,560782,33793,26,2011-07-21 10:10:00,14769,United Kingdom
Year 2010-2011,560783,67680,29,2011-07-21 10:24:00,15108,European Community
Year 2010-2011,560790,90240,8,2011-07-21 10:29:00,14051,United Kingdom
Year 2010-2011,560791,11681,8,2011-07-21 10:30:00,14688,United Kingdom
Year 2010-2011,560792,68550,7,2011-07-21 10:32:00,15189,United Kingdom
Year 2010-2011,560805,12000,5,2011-07-21 10:44:00,14259,United Kingdom
Year 2010-2011,560807,48018,29,2011-07-21 10:44:00,18143,United Kingdom
Year 2010-2011,560819,0,1,2011-07-21 10:53:00,,United Kingdom
Year 2010-2011,560820,14666,11,2011-07-21 10:59:00,17811,United Kingdom
Year 2010-2011,560821,10945,2,2011-07-21 11:17:00,17848,United Kingdom
Year 2010-2011,560824,13457,27,2011-07-21 11:23:00,17935,United Kingdom
Year 2010-2011,560826,51294,8,2011-07-21 11:30:00,18073,United Kingdom
Year 2010-2011,560827,25245,14,2011-07-21 11:42:00,14517,United Kingdom
Year 2010-2011,560828,108886,65,2011-07-21 11:55:00,14298,United Kingdom
Year 2010-2011,560829,28312,15,2011-07-21 12:00:00,17694,United Kingdom
